time,step-size,{controller}.Steering_control.delta_f,{controller}.Steering_control.speed,{robot}.robotti_global.theta,{robot}.robotti_global.x,{robot}.robotti_global.y
14.699999999999964,0.1,0.0,1.0,0.0,0.0,14.5983333333333
14.799999999999963,0.1,0.0,1.0,0.0,0.0,14.6983333333333
14.899999999999963,0.1,0.0,1.0,0.0,0.0,14.7983333333333
14.999999999999963,0.1,0.0,1.0,0.0,0.0,14.8983333333333
15.099999999999962,0.1,0.0,1.0,0.0,0.0,14.9983333333333
15.199999999999962,0.1,0.0,1.0,0.0,0.0,15.098333333333299
15.299999999999962,0.1,0.0,1.0,0.0,0.0,15.198333333333299
15.399999999999961,0.1,0.0,1.0,0.0,0.0,15.298333333333298
15.499999999999961,0.1,0.0,1.0,0.0,0.0,15.398333333333298
15.59999999999996,0.1,0.0,1.0,0.0,0.0,15.498333333333298
15.69999999999996,0.1,0.0,1.0,0.0,0.0,15.598333333333297
15.79999999999996,0.1,0.0,1.0,0.0,0.0,15.698333333333297
15.89999999999996,0.1,0.0,1.0,0.0,0.0,15.798333333333296
15.99999999999996,0.1,0.0,1.0,0.0,0.0,15.898333333333296
16.09999999999996,0.1,0.0,1.0,0.0,0.0,15.998333333333282
16.19999999999996,0.1,0.0,1.0,0.0,0.0,16.098333333333283
16.29999999999996,0.1,0.0,1.0,0.0,0.0,16.198333333333284
16.399999999999963,0.1,0.0,1.0,0.0,0.0,16.298333333333286
16.499999999999964,0.1,0.0,1.0,0.0,0.0,16.398333333333287
16.599999999999966,0.1,0.0,1.0,0.0,0.0,16.49833333333329
16.699999999999967,0.1,0.0,1.0,0.0,0.0,16.59833333333329
16.79999999999997,0.1,0.0,1.0,0.0,0.0,16.69833333333329
16.89999999999997,0.1,0.0,1.0,0.0,0.0,16.798333333333293
16.99999999999997,0.1,0.0,1.0,0.0,0.0,16.898333333333294
17.099999999999973,0.1,0.0,1.0,0.0,0.0,16.998333333333296
17.199999999999974,0.1,0.0,1.0,0.0,0.0,17.098333333333297
17.299999999999976,0.1,0.0,1.0,0.0,0.0,17.1983333333333
17.399999999999977,0.1,0.0,1.0,0.0,0.0,17.2983333333333
17.49999999999998,0.1,0.0,1.0,0.0,0.0,17.3983333333333
17.59999999999998,0.1,0.0,1.0,0.0,0.0,17.498333333333303
17.69999999999998,0.1,0.0,1.0,0.0,0.0,17.598333333333304
17.799999999999983,0.1,0.0,1.0,0.0,0.0,17.698333333333306
17.899999999999984,0.1,0.0,1.0,0.0,0.0,17.798333333333307
17.999999999999986,0.1,0.0,1.0,0.0,0.0,17.89833333333331
18.099999999999987,0.1,0.0,1.0,0.0,0.0,17.99833333333331
18.19999999999999,0.1,0.0,1.0,0.0,0.0,18.09833333333331
18.29999999999999,0.1,0.0,1.0,0.0,0.0,18.198333333333313
18.39999999999999,0.1,0.0,1.0,0.0,0.0,18.298333333333314
18.499999999999993,0.1,0.0,1.0,0.0,0.0,18.398333333333316
18.599999999999994,0.1,0.0,1.0,0.0,0.0,18.498333333333317
18.699999999999996,0.1,0.0,1.0,0.0,0.0,18.59833333333332
18.799999999999997,0.1,0.0,1.0,0.0,0.0,18.69833333333332
18.9,0.1,0.0,1.0,0.0,0.0,18.79833333333332
19.0,0.1,0.0,1.0,0.0,0.0,18.898333333333323
19.1,0.1,0.0,1.0,0.0,0.0,18.998333333333324
19.200000000000003,0.1,0.0,1.0,0.0,0.0,19.098333333333326
19.300000000000004,0.1,0.0,1.0,0.0,0.0,19.198333333333327
19.400000000000006,0.1,0.0,1.0,0.0,0.0,19.29833333333333
19.500000000000007,0.1,0.0,1.0,0.0,0.0,19.39833333333333
19.60000000000001,0.1,0.0,1.0,0.0,0.0,19.49833333333333
19.70000000000001,0.1,0.0,1.0,0.0,0.0,19.598333333333333
19.80000000000001,0.1,0.0,1.0,0.0,0.0,19.698333333333334
19.900000000000013,0.1,0.0,1.0,0.0,0.0,19.798333333333336
